sample_id,dataset,relation,topic,profile,direct_disagreement,logic_or_evidence_challenge,counter_claim,targeted_response,agreement_or_neutral,C
4F-QUOTE-088,4Forums,quote,gun_control,P2,0.9,0.8,0.85,,0.05,0.8611111111111112
4F-QUOTE-089,4Forums,quote,gun_control,P0,0.55,0.75,0.6,,0.2,0.6555555555555557
4F-QUOTE-089,4Forums,quote,gun_control,P1,0.5,0.6,0.5,,0.2,0.5666666666666667
4F-QUOTE-089,4Forums,quote,gun_control,P2,0.4,0.7,0.5,,0.1,0.5777777777777776
4F-QUOTE-090,4Forums,quote,gun_control,P0,0.82,0.75,0.75,,0.1,0.7899999999999999
4F-QUOTE-090,4Forums,quote,gun_control,P1,0.8,0.6,0.7,,0.1,0.7222222222222221
4F-QUOTE-090,4Forums,quote,gun_control,P2,0.8,0.7,0.7,,0.0,0.7666666666666666
4F-QUOTE-091,4Forums,quote,gun_control,P0,0.45,0.65,0.5,,0.3,0.5555555555555556
4F-QUOTE-091,4Forums,quote,gun_control,P1,0.4,0.5,0.2,,0.3,0.4222222222222223
4F-QUOTE-091,4Forums,quote,gun_control,P2,0.4,0.6,0.4,,0.2,0.5111111111111111
4F-QUOTE-092,4Forums,quote,gun_control,P0,0.88,0.45,0.75,,0.08,0.7122222222222222
4F-QUOTE-092,4Forums,quote,gun_control,P1,0.8,0.4,0.7,,0.05,0.6611111111111111
4F-QUOTE-092,4Forums,quote,gun_control,P2,0.8,0.4,0.8,,0.0,0.6888888888888889
4F-QUOTE-093,4Forums,quote,gun_control,P0,0.93,0.95,0.9,,0.05,0.9322222222222223
4F-QUOTE-093,4Forums,quote,gun_control,P1,0.9,0.9,0.9,,0.05,0.9055555555555556
4F-QUOTE-093,4Forums,quote,gun_control,P2,0.9,0.9,0.9,,0.0,0.9111111111111112
4F-QUOTE-094,4Forums,quote,gun_control,P0,0.2,0.12,0.08,,0.75,0.15222222222222223
4F-QUOTE-094,4Forums,quote,gun_control,P1,0.2,0.1,0.1,,0.5,0.17777777777777778
4F-QUOTE-094,4Forums,quote,gun_control,P2,0.2,0.1,0.1,,0.5,0.17777777777777778
4F-QUOTE-095,4Forums,quote,gun_control,P0,0.02,0.02,0.0,,0.95,0.018888888888888893
4F-QUOTE-095,4Forums,quote,gun_control,P1,0.0,0.1,0.0,,0.9,0.04444444444444444
4F-QUOTE-095,4Forums,quote,gun_control,P2,0.0,0.0,0.0,,0.9,0.01111111111111111
4F-QUOTE-096,4Forums,quote,gun_control,P0,0.72,0.8,0.6,,0.15,0.7344444444444443
4F-QUOTE-096,4Forums,quote,gun_control,P1,0.8,0.7,0.8,,0.1,0.7777777777777777
4F-QUOTE-096,4Forums,quote,gun_control,P2,0.8,0.8,0.8,,0.1,0.8111111111111111
4F-QUOTE-097,4Forums,quote,gun_control,P0,0.03,0.08,0.03,,0.9,0.05444444444444445
4F-QUOTE-097,4Forums,quote,gun_control,P1,0.0,0.0,0.0,,0.8,0.02222222222222222
4F-QUOTE-097,4Forums,quote,gun_control,P2,0.0,0.0,0.0,,0.85,0.01666666666666667
4F-QUOTE-098,4Forums,quote,gun_control,P0,0.9,0.8,0.9,,0.1,0.8666666666666667
4F-QUOTE-098,4Forums,quote,gun_control,P1,0.85,0.7,0.85,,0.1,0.8055555555555555
4F-QUOTE-098,4Forums,quote,gun_control,P2,0.9,0.6,0.9,,0.05,0.8055555555555555
4F-QUOTE-099,4Forums,quote,gun_control,P0,0.02,0.02,0.02,,0.96,0.022222222222222227
4F-QUOTE-099,4Forums,quote,gun_control,P1,0.0,0.0,0.0,,0.9,0.01111111111111111
4F-QUOTE-099,4Forums,quote,gun_control,P2,0.0,0.0,0.0,,0.95,0.00555555555555556
4F-QUOTE-100,4Forums,quote,gun_control,P0,0.72,0.68,0.7,,0.3,0.7
4F-QUOTE-100,4Forums,quote,gun_control,P1,0.7,0.7,0.7,,0.2,0.711111111111111
4F-QUOTE-100,4Forums,quote,gun_control,P2,0.8,0.85,0.85,,0.15,0.8333333333333333
4F-REPLY-001,4Forums,reply,abortion,P0,0.55,0.7,0.6,0.85,0.4,0.6399999999999999
4F-REPLY-001,4Forums,reply,abortion,P1,0.7,0.8,0.7,0.9,0.5,0.73
4F-REPLY-001,4Forums,reply,abortion,P2,0.45,0.7,0.6,0.9,0.5,0.605
4F-REPLY-002,4Forums,reply,abortion,P0,0.9,0.85,0.85,0.9,0.1,0.875
4F-REPLY-002,4Forums,reply,abortion,P1,0.9,0.8,0.9,0.9,0.1,0.87
4F-REPLY-002,4Forums,reply,abortion,P2,0.9,0.8,0.8,0.85,0.1,0.845
4F-REPLY-003,4Forums,reply,abortion,P0,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
4F-REPLY-003,4Forums,reply,abortion,P1,0.9,0.8,0.9,0.9,0.1,0.87
4F-REPLY-003,4Forums,reply,abortion,P2,0.85,0.85,0.8,0.9,0.05,0.855
4F-REPLY-004,4Forums,reply,abortion,P0,0.7,0.6,0.8,0.8,0.15,0.7150000000000001
4F-REPLY-004,4Forums,reply,abortion,P1,0.4,0.3,0.5,0.2,0.2,0.41000000000000003
4F-REPLY-004,4Forums,reply,abortion,P2,0.6,0.5,0.6,0.6,0.1,0.6
4F-REPLY-005,4Forums,reply,abortion,P0,0.95,0.8,0.95,0.9,0.05,0.8999999999999998
4F-REPLY-005,4Forums,reply,abortion,P1,0.95,0.8,0.9,0.9,0.05,0.8899999999999999
4F-REPLY-005,4Forums,reply,abortion,P2,0.9,0.7,0.9,0.85,0.05,0.84
4F-REPLY-006,4Forums,reply,abortion,P0,0.0,0.0,0.0,0.2,0.9,0.030000000000000002
4F-REPLY-006,4Forums,reply,abortion,P1,0.0,0.0,0.0,0.0,0.9,0.009999999999999998
4F-REPLY-006,4Forums,reply,abortion,P2,0.0,0.0,0.0,0.1,0.8,0.03
4F-REPLY-007,4Forums,reply,abortion,P0,0.1,0.05,0.0,0.5,0.85,0.11
4F-REPLY-007,4Forums,reply,abortion,P1,0.05,0.05,0.05,0.4,0.8,0.1
4F-REPLY-007,4Forums,reply,abortion,P2,0.05,0.05,0.0,0.4,0.8,0.09
4F-REPLY-008,4Forums,reply,abortion,P0,0.0,0.0,0.0,0.25,0.9,0.035
4F-REPLY-008,4Forums,reply,abortion,P1,0.0,0.0,0.0,0.1,0.9,0.02
4F-REPLY-008,4Forums,reply,abortion,P2,0.0,0.0,0.0,0.2,0.9,0.030000000000000002
4F-REPLY-009,4Forums,reply,abortion,P0,0.62,0.78,0.55,0.92,0.12,0.71
4F-REPLY-009,4Forums,reply,abortion,P1,0.7,0.7,0.6,0.9,0.1,0.72
4F-REPLY-009,4Forums,reply,abortion,P2,0.55,0.75,0.35,0.9,0.1,0.64
4F-REPLY-010,4Forums,reply,abortion,P0,0.85,0.55,0.9,0.88,0.08,0.78
4F-REPLY-010,4Forums,reply,abortion,P1,0.8,0.6,0.9,0.9,0.1,0.7799999999999999
4F-REPLY-010,4Forums,reply,abortion,P2,0.85,0.55,0.9,0.85,0.05,0.78
4F-REPLY-011,4Forums,reply,abortion,P0,0.9,0.88,0.85,0.95,0.05,0.894
4F-REPLY-011,4Forums,reply,abortion,P1,0.9,0.8,0.8,1.0,0.05,0.865
4F-REPLY-011,4Forums,reply,abortion,P2,0.9,0.85,0.75,0.95,0.0,0.87
4F-REPLY-012,4Forums,reply,abortion,P0,0.05,0.05,0.08,0.5,0.75,0.121
4F-REPLY-012,4Forums,reply,abortion,P1,0.1,0.2,0.2,0.7,0.7,0.23
4F-REPLY-012,4Forums,reply,abortion,P2,0.5,0.25,0.6,0.55,0.15,0.485
4F-REPLY-013,4Forums,reply,abortion,P0,0.05,0.05,0.15,0.7,0.85,0.14500000000000002
4F-REPLY-013,4Forums,reply,abortion,P1,0.1,0.05,0.3,0.6,0.6,0.205
4F-REPLY-013,4Forums,reply,abortion,P2,0.15,0.1,0.25,0.7,0.65,0.23
4F-REPLY-014,4Forums,reply,abortion,P0,0.95,0.8,0.88,0.95,0.05,0.8909999999999999
4F-REPLY-014,4Forums,reply,abortion,P1,0.9,0.8,0.9,1.0,0.05,0.885
4F-REPLY-014,4Forums,reply,abortion,P2,0.9,0.7,0.85,0.9,0.05,0.835
4F-REPLY-015,4Forums,reply,abortion,P0,0.82,0.88,0.82,0.85,0.1,0.849
4F-REPLY-015,4Forums,reply,abortion,P1,0.8,0.8,0.8,0.9,0.1,0.82
4F-REPLY-015,4Forums,reply,abortion,P2,0.7,0.85,0.7,0.8,0.1,0.775
4F-REPLY-016,4Forums,reply,abortion,P0,0.95,0.78,0.85,0.95,0.05,0.8789999999999999
4F-REPLY-016,4Forums,reply,abortion,P1,0.9,0.8,0.9,1.0,0.05,0.885
4F-REPLY-016,4Forums,reply,abortion,P2,0.95,0.65,0.65,0.85,0.0,0.7949999999999999
4F-REPLY-017,4Forums,reply,abortion,P0,0.75,0.8,0.8,0.7,0.15,0.7799999999999999
4F-REPLY-017,4Forums,reply,abortion,P1,0.1,0.2,0.3,0.15,0.65,0.19999999999999998
4F-REPLY-017,4Forums,reply,abortion,P2,0.6,0.65,0.6,0.7,0.15,0.6499999999999999
4F-REPLY-018,4Forums,reply,abortion,P0,0.85,0.75,0.8,0.95,0.1,0.825
4F-REPLY-018,4Forums,reply,abortion,P1,0.85,0.7,0.65,0.95,0.05,0.7849999999999999
4F-REPLY-018,4Forums,reply,abortion,P2,0.7,0.7,0.6,0.9,0.05,0.725
4F-REPLY-019,4Forums,reply,abortion,P0,0.0,0.0,0.0,0.8,0.75,0.10500000000000001
4F-REPLY-019,4Forums,reply,abortion,P1,0.0,0.0,0.0,0.9,0.8,0.11000000000000001
4F-REPLY-019,4Forums,reply,abortion,P2,0.0,0.0,0.0,0.9,0.85,0.10500000000000001
4F-REPLY-020,4Forums,reply,abortion,P0,0.85,0.8,0.85,0.95,0.1,0.85
4F-REPLY-020,4Forums,reply,abortion,P1,0.9,0.75,0.85,0.95,0.05,0.855
4F-REPLY-020,4Forums,reply,abortion,P2,0.8,0.7,0.8,0.9,0.05,0.7949999999999999
4F-REPLY-021,4Forums,reply,abortion,P0,0.1,0.35,0.2,0.25,0.6,0.24000000000000002
4F-REPLY-021,4Forums,reply,abortion,P1,0.2,0.35,0.2,0.25,0.6,0.27
4F-REPLY-021,4Forums,reply,abortion,P2,0.1,0.2,0.1,0.2,0.7,0.16
4F-REPLY-022,4Forums,reply,abortion,P0,0.55,0.15,0.5,0.9,0.2,0.4800000000000001
4F-REPLY-022,4Forums,reply,abortion,P1,0.7,0.4,0.6,0.95,0.1,0.6349999999999999
4F-REPLY-022,4Forums,reply,abortion,P2,0.6,0.2,0.5,0.9,0.05,0.525
4F-REPLY-023,4Forums,reply,abortion,P0,0.3,0.25,0.45,0.85,0.6,0.38
4F-REPLY-023,4Forums,reply,abortion,P1,0.2,0.35,0.25,0.9,0.7,0.335
4F-REPLY-023,4Forums,reply,abortion,P2,0.1,0.2,0.2,0.8,0.7,0.24000000000000002
4F-REPLY-024,4Forums,reply,abortion,P0,0.7,0.85,0.6,0.8,0.15,0.75
4F-REPLY-024,4Forums,reply,abortion,P1,0.7,0.9,0.7,0.8,0.1,0.7899999999999999
4F-REPLY-024,4Forums,reply,abortion,P2,0.5,0.6,0.5,0.9,0.15,0.6049999999999999
4F-REPLY-025,4Forums,reply,abortion,P0,0.85,0.65,0.85,0.9,0.1,0.7999999999999999
4F-REPLY-025,4Forums,reply,abortion,P1,0.85,0.45,0.85,0.9,0.05,0.745
4F-REPLY-025,4Forums,reply,abortion,P2,0.85,0.6,0.85,0.9,0.05,0.7899999999999999
4F-REPLY-026,4Forums,reply,abortion,P0,0.55,0.5,0.65,0.85,0.35,0.595
4F-REPLY-026,4Forums,reply,abortion,P1,0.5,0.4,0.5,0.9,0.55,0.505
4F-REPLY-026,4Forums,reply,abortion,P2,0.6,0.7,0.65,0.85,0.6,0.645
4F-REPLY-027,4Forums,reply,abortion,P0,0.6,0.85,0.2,0.9,0.15,0.6499999999999999
4F-REPLY-027,4Forums,reply,abortion,P1,0.4,0.8,0.25,0.95,0.15,0.59
4F-REPLY-027,4Forums,reply,abortion,P2,0.4,0.9,0.3,0.9,0.15,0.625
4F-REPLY-028,4Forums,reply,abortion,P0,0.9,0.85,0.9,0.95,0.05,0.895
4F-REPLY-028,4Forums,reply,abortion,P1,0.9,0.85,0.9,0.95,0.05,0.895
4F-REPLY-028,4Forums,reply,abortion,P2,0.9,0.85,0.9,0.95,0.05,0.895
4F-REPLY-029,4Forums,reply,abortion,P0,0.5,0.7,0.6,0.9,0.35,0.635
4F-REPLY-029,4Forums,reply,abortion,P1,0.45,0.6,0.55,0.9,0.45,0.5700000000000001
4F-REPLY-029,4Forums,reply,abortion,P2,0.6,0.7,0.7,0.9,0.5,0.67
4F-REPLY-030,4Forums,reply,abortion,P0,0.9,0.8,0.9,0.9,0.05,0.875
4F-REPLY-030,4Forums,reply,abortion,P1,0.75,0.6,0.8,0.9,0.3,0.7249999999999999
4F-REPLY-030,4Forums,reply,abortion,P2,0.9,0.7,0.9,0.85,0.3,0.815
4F-REPLY-031,4Forums,reply,abortion,P0,0.95,0.85,0.9,0.95,0.05,0.91
4F-REPLY-031,4Forums,reply,abortion,P1,0.9,0.65,0.85,0.95,0.05,0.825
4F-REPLY-031,4Forums,reply,abortion,P2,0.9,0.7,0.85,0.9,0.05,0.835
4F-REPLY-032,4Forums,reply,abortion,P0,0.5,0.75,0.5,0.85,0.35,0.625
4F-REPLY-032,4Forums,reply,abortion,P1,0.4,0.65,0.6,0.9,0.6,0.5650000000000001
4F-REPLY-032,4Forums,reply,abortion,P2,0.5,0.7,0.5,0.9,0.6,0.59
4F-REPLY-033,4Forums,reply,abortion,P0,0.6,0.55,0.72,0.65,0.22,0.6320000000000001
4F-REPLY-033,4Forums,reply,abortion,P1,0.7,0.7,0.8,0.8,0.1,0.7500000000000001
4F-REPLY-033,4Forums,reply,abortion,P2,0.75,0.7,0.75,0.7,0.15,0.7399999999999999
4F-REPLY-034,4Forums,reply,evolution,P0,0.5,0.15,0.3,0.82,0.2,0.41700000000000004
4F-REPLY-034,4Forums,reply,evolution,P1,0.45,0.35,0.5,0.85,0.1,0.515
4F-REPLY-034,4Forums,reply,evolution,P2,0.5,0.2,0.6,0.8,0.1,0.5
4F-REPLY-035,4Forums,reply,evolution,P0,0.9,0.85,0.8,0.95,0.05,0.875
4F-REPLY-035,4Forums,reply,evolution,P1,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
4F-REPLY-035,4Forums,reply,evolution,P2,0.95,0.9,0.85,0.95,0.0,0.9199999999999999
4F-REPLY-036,4Forums,reply,evolution,P0,0.58,0.15,0.68,0.82,0.12,0.525
4F-REPLY-036,4Forums,reply,evolution,P1,0.75,0.6,0.85,0.85,0.1,0.7499999999999999
4F-REPLY-036,4Forums,reply,evolution,P2,0.7,0.3,0.8,0.8,0.1,0.63
4F-REPLY-037,4Forums,reply,evolution,P0,0.5,0.65,0.3,0.88,0.35,0.558
4F-REPLY-037,4Forums,reply,evolution,P1,0.25,0.75,0.6,0.95,0.25,0.5900000000000001
4F-REPLY-037,4Forums,reply,evolution,P2,0.35,0.65,0.3,0.9,0.6,0.49
4F-REPLY-038,4Forums,reply,evolution,P0,0.68,0.5,0.7,0.85,0.18,0.661
4F-REPLY-038,4Forums,reply,evolution,P1,0.55,0.5,0.7,0.9,0.35,0.6099999999999999
4F-REPLY-038,4Forums,reply,evolution,P2,0.55,0.4,0.7,0.9,0.25,0.5900000000000001
4F-REPLY-039,4Forums,reply,evolution,P0,0.3,0.2,0.15,0.6,0.75,0.265
4F-REPLY-039,4Forums,reply,evolution,P1,0.35,0.5,0.5,0.9,0.7,0.47500000000000003
4F-REPLY-039,4Forums,reply,evolution,P2,0.05,0.2,0.15,0.9,0.85,0.21000000000000002
4F-REPLY-040,4Forums,reply,evolution,P0,0.82,0.7,0.65,0.92,0.08,0.7699999999999999
4F-REPLY-040,4Forums,reply,evolution,P1,0.85,0.85,0.8,0.95,0.15,0.85
4F-REPLY-040,4Forums,reply,evolution,P2,0.85,0.8,0.75,0.85,0.05,0.825
4F-REPLY-041,4Forums,reply,evolution,P0,0.75,0.65,0.7,0.85,0.1,0.7349999999999999
4F-REPLY-041,4Forums,reply,evolution,P1,0.6,0.8,0.4,0.9,0.1,0.6799999999999999
4F-REPLY-041,4Forums,reply,evolution,P2,0.7,0.8,0.6,0.9,0.1,0.7499999999999999
4F-REPLY-042,4Forums,reply,evolution,P0,0.35,0.55,0.5,0.3,0.45,0.455
4F-REPLY-042,4Forums,reply,evolution,P1,0.2,0.4,0.3,0.4,0.1,0.37000000000000005
4F-REPLY-042,4Forums,reply,evolution,P2,0.2,0.3,0.3,0.3,0.5,0.29
4F-REPLY-043,4Forums,reply,evolution,P0,0.15,0.1,0.2,0.2,0.75,0.16
4F-REPLY-043,4Forums,reply,evolution,P1,0.1,0.1,0.2,0.2,0.7,0.15000000000000002
4F-REPLY-043,4Forums,reply,evolution,P2,0.0,0.0,0.0,0.2,0.9,0.030000000000000002
4F-REPLY-044,4Forums,reply,evolution,P0,0.9,0.9,0.9,0.95,0.05,0.91
4F-REPLY-044,4Forums,reply,evolution,P1,0.9,0.9,0.9,0.95,0.1,0.905
4F-REPLY-044,4Forums,reply,evolution,P2,0.8,0.9,0.8,0.9,0.1,0.85
4F-REPLY-045,4Forums,reply,evolution,P0,0.55,0.75,0.6,0.8,0.2,0.6700000000000002
4F-REPLY-045,4Forums,reply,evolution,P1,0.3,0.7,0.3,0.9,0.4,0.51
4F-REPLY-045,4Forums,reply,evolution,P2,0.3,0.7,0.4,0.9,0.3,0.54
4F-REPLY-046,4Forums,reply,evolution,P0,0.85,0.85,0.75,0.9,0.1,0.84
4F-REPLY-046,4Forums,reply,evolution,P1,0.8,0.8,0.7,0.9,0.1,0.7999999999999999
4F-REPLY-046,4Forums,reply,evolution,P2,0.7,0.8,0.6,0.9,0.2,0.74
4F-REPLY-047,4Forums,reply,evolution,P0,0.9,0.9,0.85,0.95,0.05,0.9
4F-REPLY-047,4Forums,reply,evolution,P1,0.9,0.9,0.9,0.95,0.05,0.91
4F-REPLY-047,4Forums,reply,evolution,P2,0.9,0.8,0.8,1.0,0.05,0.865
4F-REPLY-048,4Forums,reply,evolution,P0,0.4,0.2,0.6,0.45,0.35,0.41
4F-REPLY-048,4Forums,reply,evolution,P1,0.4,0.2,0.8,0.5,0.3,0.46
4F-REPLY-048,4Forums,reply,evolution,P2,0.2,0.0,0.3,0.3,0.5,0.2
4F-REPLY-049,4Forums,reply,evolution,P0,0.85,0.55,0.78,0.95,0.12,0.759
4F-REPLY-049,4Forums,reply,evolution,P1,0.8,0.3,0.7,1.0,0.2,0.6499999999999999
4F-REPLY-049,4Forums,reply,evolution,P2,0.7,0.3,0.6,0.9,0.1,0.6
4F-REPLY-050,4Forums,reply,evolution,P0,0.05,0.05,0.12,0.6,0.88,0.126
4F-REPLY-050,4Forums,reply,evolution,P1,0.2,0.1,0.2,0.9,0.6,0.26
4F-REPLY-050,4Forums,reply,evolution,P2,0.1,0.0,0.1,0.8,0.8,0.15
4F-REPLY-051,4Forums,reply,evolution,P0,0.7,0.88,0.88,0.6,0.08,0.8019999999999999
4F-REPLY-051,4Forums,reply,evolution,P1,0.7,0.5,0.9,0.5,0.05,0.685
4F-REPLY-051,4Forums,reply,evolution,P2,0.7,0.6,0.8,0.6,0.1,0.7000000000000001
4F-REPLY-052,4Forums,reply,evolution,P0,0.02,0.02,0.05,0.85,0.9,0.117
4F-REPLY-052,4Forums,reply,evolution,P1,0.0,0.0,0.1,0.95,0.95,0.12000000000000001
4F-REPLY-052,4Forums,reply,evolution,P2,0.0,0.0,0.0,0.9,0.9,0.1
4F-REPLY-053,4Forums,reply,evolution,P0,0.6,0.75,0.82,0.8,0.12,0.737
4F-REPLY-053,4Forums,reply,evolution,P1,0.8,0.5,0.9,0.7,0.05,0.735
4F-REPLY-053,4Forums,reply,evolution,P2,0.6,0.7,0.8,0.8,0.1,0.7200000000000001
4F-REPLY-054,4Forums,reply,evolution,P0,0.9,0.82,0.9,0.95,0.05,0.886
4F-REPLY-054,4Forums,reply,evolution,P1,0.8,0.6,0.9,0.6,0.05,0.7549999999999999
4F-REPLY-054,4Forums,reply,evolution,P2,0.9,0.8,0.9,0.8,0.05,0.865
4F-REPLY-055,4Forums,reply,evolution,P0,0.48,0.55,0.55,0.85,0.38,0.5660000000000001
4F-REPLY-055,4Forums,reply,evolution,P1,0.3,0.2,0.5,0.9,0.6,0.38
4F-REPLY-055,4Forums,reply,evolution,P2,0.15,0.0,0.0,0.9,0.8,0.155
4F-REPLY-056,4Forums,reply,evolution,P0,0.88,0.88,0.82,0.92,0.08,0.876
4F-REPLY-056,4Forums,reply,evolution,P1,0.8,0.8,0.6,0.9,0.1,0.7799999999999999
4F-REPLY-056,4Forums,reply,evolution,P2,0.8,0.8,0.8,0.9,0.1,0.82
4F-REPLY-057,4Forums,reply,evolution,P0,0.95,0.9,0.95,0.95,0.05,0.9349999999999998
4F-REPLY-057,4Forums,reply,evolution,P1,0.95,0.9,0.95,0.95,0.05,0.9349999999999998
4F-REPLY-057,4Forums,reply,evolution,P2,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
4F-REPLY-058,4Forums,reply,gay_marriage,P0,0.75,0.7,0.85,0.8,0.1,0.775
4F-REPLY-058,4Forums,reply,gay_marriage,P1,0.55,0.6,0.7,0.65,0.15,0.635
4F-REPLY-058,4Forums,reply,gay_marriage,P2,0.75,0.65,0.75,0.85,0.1,0.745
4F-REPLY-059,4Forums,reply,gay_marriage,P0,0.65,0.9,0.3,0.9,0.15,0.7
4F-REPLY-059,4Forums,reply,gay_marriage,P1,0.45,0.85,0.1,0.7,0.25,0.555
4F-REPLY-059,4Forums,reply,gay_marriage,P2,0.65,0.8,0.25,0.9,0.45,0.63
4F-REPLY-060,4Forums,reply,gay_marriage,P0,0.85,0.7,0.85,0.9,0.1,0.815
4F-REPLY-060,4Forums,reply,gay_marriage,P1,0.85,0.65,0.8,0.9,0.1,0.79
4F-REPLY-060,4Forums,reply,gay_marriage,P2,0.9,0.8,0.85,0.95,0.05,0.87
4F-REPLY-061,4Forums,reply,gay_marriage,P0,0.95,0.85,0.95,0.95,0.1,0.9149999999999999
4F-REPLY-061,4Forums,reply,gay_marriage,P1,0.95,0.9,0.95,0.95,0.05,0.9349999999999998
4F-REPLY-061,4Forums,reply,gay_marriage,P2,0.95,0.85,0.9,0.95,0.1,0.905
4F-REPLY-062,4Forums,reply,gay_marriage,P0,0.7,0.75,0.6,0.9,0.1,0.7349999999999999
4F-REPLY-062,4Forums,reply,gay_marriage,P1,0.55,0.75,0.55,0.75,0.1,0.6649999999999999
4F-REPLY-062,4Forums,reply,gay_marriage,P2,0.8,0.6,0.55,0.9,0.05,0.715
4F-REPLY-063,4Forums,reply,gay_marriage,P0,0.0,0.0,0.0,0.8,1.0,0.08000000000000002
4F-REPLY-063,4Forums,reply,gay_marriage,P1,0.0,0.0,0.0,0.45,0.95,0.05000000000000001
4F-REPLY-063,4Forums,reply,gay_marriage,P2,0.0,0.0,0.0,0.2,0.95,0.02500000000000001
4F-REPLY-064,4Forums,reply,gay_marriage,P0,0.7,0.85,0.75,0.9,0.2,0.7849999999999999
4F-REPLY-064,4Forums,reply,gay_marriage,P1,0.7,0.85,0.75,0.85,0.2,0.78
4F-REPLY-064,4Forums,reply,gay_marriage,P2,0.75,0.85,0.7,0.9,0.2,0.79
4F-REPLY-065,4Forums,reply,gay_marriage,P0,0.95,0.7,0.85,0.9,0.08,0.847
4F-REPLY-065,4Forums,reply,gay_marriage,P1,0.9,0.6,0.8,0.9,0.1,0.79
4F-REPLY-065,4Forums,reply,gay_marriage,P2,0.95,0.75,0.95,0.9,0.05,0.8849999999999999
4F-REPLY-066,4Forums,reply,gay_marriage,P0,0.05,0.05,0.0,0.45,0.85,0.09000000000000001
4F-REPLY-066,4Forums,reply,gay_marriage,P1,0.0,0.0,0.0,0.5,0.85,0.065
4F-REPLY-066,4Forums,reply,gay_marriage,P2,0.0,0.0,0.0,0.7,0.9,0.07999999999999999
4F-REPLY-067,4Forums,reply,gay_marriage,P0,0.85,0.35,0.8,0.9,0.1,0.7
4F-REPLY-067,4Forums,reply,gay_marriage,P1,0.8,0.3,0.7,0.8,0.2,0.6300000000000001
4F-REPLY-067,4Forums,reply,gay_marriage,P2,0.8,0.4,0.8,0.9,0.2,0.69
4F-REPLY-068,4Forums,reply,gay_marriage,P0,0.0,0.0,0.0,0.9,0.9,0.1
4F-REPLY-068,4Forums,reply,gay_marriage,P1,0.0,0.0,0.0,0.9,0.9,0.1
4F-REPLY-068,4Forums,reply,gay_marriage,P2,0.0,0.0,0.0,0.8,0.9,0.09000000000000001
4F-REPLY-069,4Forums,reply,gay_marriage,P0,0.45,0.35,0.6,0.8,0.45,0.495
4F-REPLY-069,4Forums,reply,gay_marriage,P1,0.4,0.5,0.4,0.8,0.5,0.48000000000000004
4F-REPLY-069,4Forums,reply,gay_marriage,P2,0.35,0.55,0.55,0.85,0.65,0.5
4F-REPLY-070,4Forums,reply,gay_marriage,P0,0.8,0.1,0.7,0.85,0.1,0.5850000000000001
4F-REPLY-070,4Forums,reply,gay_marriage,P1,0.9,0.2,0.8,0.9,0.1,0.67
4F-REPLY-070,4Forums,reply,gay_marriage,P2,0.9,0.5,0.85,0.9,0.05,0.775
4F-REPLY-071,4Forums,reply,gay_marriage,P0,0.0,0.0,0.0,0.8,0.9,0.09000000000000001
4F-REPLY-071,4Forums,reply,gay_marriage,P1,0.0,0.0,0.0,0.8,0.9,0.09000000000000001
4F-REPLY-071,4Forums,reply,gay_marriage,P2,0.0,0.0,0.0,0.9,0.95,0.09500000000000001
4F-REPLY-072,4Forums,reply,gay_marriage,P0,0.7,0.55,0.15,0.9,0.15,0.5800000000000001
4F-REPLY-072,4Forums,reply,gay_marriage,P1,0.7,0.5,0.6,0.9,0.2,0.6499999999999999
4F-REPLY-072,4Forums,reply,gay_marriage,P2,0.7,0.8,0.5,0.9,0.1,0.7299999999999999
4F-REPLY-073,4Forums,reply,gay_marriage,P0,0.05,0.0,0.1,0.05,0.7,0.07
4F-REPLY-073,4Forums,reply,gay_marriage,P1,0.0,0.0,0.0,0.1,0.7,0.04000000000000001
4F-REPLY-073,4Forums,reply,gay_marriage,P2,0.0,0.0,0.0,0.05,0.85,0.020000000000000004
4F-REPLY-074,4Forums,reply,gay_marriage,P0,0.9,0.85,0.85,0.95,0.05,0.885
4F-REPLY-074,4Forums,reply,gay_marriage,P1,0.9,0.9,0.9,0.95,0.05,0.91
4F-REPLY-074,4Forums,reply,gay_marriage,P2,0.95,0.9,0.95,0.95,0.05,0.9349999999999998
4F-REPLY-075,4Forums,reply,gay_marriage,P0,0.9,0.85,0.85,0.95,0.05,0.885
4F-REPLY-075,4Forums,reply,gay_marriage,P1,0.9,0.8,0.85,0.9,0.05,0.865
4F-REPLY-075,4Forums,reply,gay_marriage,P2,0.95,0.85,0.9,0.9,0.05,0.905
4F-REPLY-076,4Forums,reply,gay_marriage,P0,0.85,0.8,0.85,0.7,0.05,0.83
4F-REPLY-076,4Forums,reply,gay_marriage,P1,0.8,0.7,0.75,0.45,0.05,0.74
4F-REPLY-076,4Forums,reply,gay_marriage,P2,0.9,0.8,0.85,0.75,0.05,0.8500000000000001
4F-REPLY-077,4Forums,reply,gay_marriage,P0,0.0,0.0,0.0,0.9,0.95,0.09500000000000001
4F-REPLY-077,4Forums,reply,gay_marriage,P1,0.0,0.0,0.0,0.9,0.95,0.09500000000000001
4F-REPLY-077,4Forums,reply,gay_marriage,P2,0.0,0.0,0.0,0.9,0.95,0.09500000000000001
